1,0.094,1386599121,user_group-6,0.086080,,{'Home': 0.0760040283203125}
2,0.201,1386599121,user_group-6,0.106258,,{'Home': 0.10367107391357422}
3,0.348,1386599121,user_group-1,0.344822,,{'Register_new_user': 0.12063193321228027}
4,0.359,1386599121,user_group-5,0.084265,,{'View_profile': 0.08290696144104004}
5,0.366,1386599121,user_group-6,0.164364,,{'Home': 0.16191506385803223}
6,0.432,1386599121,user_group-5,0.073043,,{'View_profile': 0.0715019702911377}
7,0.582,1386599121,user_group-4,0.345966,,{'Unfollow': 0.34444308280944824}
8,0.612,1386599121,user_group-6,0.246163,,{'Home': 0.24461793899536133}
9,0.621,1386599121,user_group-5,0.188025,,{'View_profile': 0.1869499683380127}
10,0.624,1386599121,user_group-3,0.424856,,{'Follow': 0.42392611503601074}
11,0.697,1386599122,user_group-5,0.076376,,{'View_profile': 0.07535004615783691}
12,0.714,1386599122,user_group-2,0.416390,,{'Chirp': 0.29437804222106934}
13,0.783,1386599122,user_group-5,0.086161,,{'View_profile': 0.0845949649810791}
14,0.782,1386599122,user_group-6,0.170145,,{'Home': 0.1686110496520996}
15,0.890,1386599122,user_group-4,0.307628,,{'Unfollow': 0.3064711093902588}
16,0.961,1386599122,user_group-5,0.177968,,{'View_profile': 0.1765439510345459}
17,1.012,1386599122,user_group-1,0.663375,,{'Register_new_user': 0.24544501304626465}
18,1.015,1386599122,user_group-3,0.391015,,{'Follow': 0.3897387981414795}
19,1.106,1386599122,user_group-6,0.323474,,{'Home': 0.32067298889160156}
20,1.118,1386599122,user_group-5,0.155955,,{'View_profile': 0.15471601486206055}
21,1.127,1386599122,user_group-2,0.488419,,{'Chirp': 0.36596083641052246}
22,1.281,1386599122,user_group-4,0.391090,,{'Unfollow': 0.39006590843200684}
23,1.287,1386599122,user_group-6,0.264500,,{'Home': 0.2629117965698242}
24,1.319,1386599122,user_group-2,0.604846,,{'Chirp': 0.4095499515533447}
25,1.332,1386599122,user_group-5,0.214296,,{'View_profile': 0.21271991729736328}
26,1.389,1386599122,user_group-2,0.566636,,{'Chirp': 0.3295290470123291}
27,1.499,1386599122,user_group-6,0.393567,,{'Home': 0.39201807975769043}
28,1.569,1386599122,user_group-6,0.282727,,{'Home': 0.28118896484375}
29,1.597,1386599122,user_group-5,0.264442,,{'View_profile': 0.26335978507995605}
30,1.617,1386599122,user_group-3,0.601935,,{'Follow': 0.6010029315948486}
31,1.712,1386599123,user_group-2,0.648611,,{'Chirp': 0.4996068477630615}
32,1.757,1386599123,user_group-2,0.629616,,{'Chirp': 0.40090394020080566}
33,1.794,1386599123,user_group-5,0.197153,,{'View_profile': 0.19614100456237793}
34,2.039,1386599123,user_group-4,0.758066,,{'Unfollow': 0.7570939064025879}
35,2.106,1386599123,user_group-6,0.535899,,{'Home': 0.5341119766235352}
36,2.135,1386599123,user_group-6,0.635509,,{'Home': 0.6339678764343262}
37,2.145,1386599123,user_group-1,1.132557,,{'Register_new_user': 0.40717291831970215}
38,2.198,1386599123,user_group-5,0.403755,,{'View_profile': 0.40215182304382324}
39,2.243,1386599123,user_group-2,0.853913,,{'Chirp': 0.5927560329437256}
40,2.347,1386599123,user_group-6,0.322537,,{'Home': 0.3205680847167969}
41,2.358,1386599123,user_group-2,0.926733,,{'Chirp': 0.6488080024719238}
42,2.386,1386599123,user_group-3,0.768816,,{'Follow': 0.767808198928833}
43,2.397,1386599123,user_group-2,1.077379,,{'Chirp': 0.7052690982818604}
44,2.492,1386599123,user_group-5,0.294033,,{'View_profile': 0.29239678382873535}
45,2.496,1386599123,user_group-6,0.390034,,{'Home': 0.3870849609375}
46,2.537,1386599123,user_group-6,0.401357,,{'Home': 0.39980387687683105}
47,2.639,1386599123,user_group-4,0.600099,,{'Unfollow': 0.5990481376647949}
48,2.669,1386599123,user_group-2,1.008595,,{'Chirp': 0.6217598915100098}
49,2.745,1386599124,user_group-6,0.397577,,{'Home': 0.3960280418395996}
50,2.762,1386599124,user_group-2,1.049983,,{'Chirp': 0.6024091243743896}
51,2.832,1386599124,user_group-5,0.340085,,{'View_profile': 0.33900904655456543}
52,2.930,1386599124,user_group-2,1.173074,,{'Chirp': 0.7206339836120605}
53,2.931,1386599124,user_group-6,0.434612,,{'Home': 0.4319648742675781}
54,2.977,1386599124,user_group-6,0.440356,,{'Home': 0.43881702423095703}
55,3.208,1386599124,user_group-2,1.009604,,{'Chirp': 0.7502419948577881}
56,3.244,1386599124,user_group-6,0.498421,,{'Home': 0.4968879222869873}
57,3.276,1386599124,user_group-5,0.444001,,{'View_profile': 0.44233012199401855}
58,3.308,1386599124,user_group-2,1.065482,,{'Chirp': 0.7649760246276855}
59,3.355,1386599124,user_group-2,1.104843,,{'Chirp': 0.7836408615112305}
60,3.393,1386599124,user_group-3,1.006202,,{'Follow': 1.0050299167633057}
61,3.428,1386599124,user_group-5,0.428780,,{'View_profile': 0.42736005783081055}
62,3.456,1386599124,user_group-6,0.525693,,{'Home': 0.5237829685211182}
63,3.673,1386599124,user_group-6,0.696026,,{'Home': 0.6944539546966553}
64,3.731,1386599125,user_group-4,1.091517,,{'Unfollow': 1.0899629592895508}
65,3.733,1386599125,user_group-2,1.374936,,{'Chirp': 1.0315451622009277}
66,3.744,1386599125,user_group-6,0.715329,,{'Home': 0.7137489318847656}
67,3.832,1386599125,user_group-5,0.555426,,{'View_profile': 0.5543880462646484}
68,3.900,1386599125,user_group-2,1.503147,,{'Chirp': 1.0786159038543701}
69,3.905,1386599125,user_group-6,0.661628,,{'Home': 0.6597599983215332}
